Date;Eurostoxx50 ;CAC 40;Dow Jones;Eurostoxx Banks;Airbus SE;AXA SA;Carrefour SA;Daimler AG;Deutsche Telekom AG;Kering;Société Générale;Veolia Environnement SA;Vinci SA;S&P 500
03/01/2011;2839,43;3900,86;4069,44;163,81;17,79;12,83;28;51,71;9,71;109,24;41,84;22,36;41,72;1271,87
04/01/2011;2844,17;3916,03;4067,64;165,44;17,93;13,08;28,37;51,99;9,67;107,7;43,1;22,36;41,43;1270,2
05/01/2011;2833,74;3904,61;4073,25;164,87;18,39;13,24;28,09;53,6;9,62;106,94;42,74;22,1;40,88;1276,56
06/01/2011;2836,23;3904,42;4066,4;162,9;19,08;13,5;28,41;54,6;9,78;106,22;42,14;22,24;40,39;1273,85
07/01/2011;2808,25;3865,58;4072,97;159,62;19,15;13,21;28,32;54,53;9,86;104,73;40,88;22,21;40;1271,5
10/01/2011;2760,88;3802,03;4069,58;154,23;19,16;12,76;28,01;53,91;9,68;103,6;39,33;21,64;39,64;1269,75
11/01/2011;2796,6;3861,92;4068,16;157,07;20,07;12,98;28,3;54,97;9,63;107,57;40,41;21,88;40,31;1274,48
12/01/2011;2879,11;3945,07;4097,47;168,5;20,5;13,67;28,7;54,88;9,7;108,02;43,27;22,53;40,81;1285,96
13/01/2011;2915,62;3974,83;4098,55;174,09;20,3;14,3;29,18;54,97;9,65;107,34;45,21;22,9;41,21;1283,76
14/01/2011;2920,4;3983,28;4110,9;175,24;20,75;14,54;29,02;55,95;9,63;106,98;45,19;22,83;41,6;1293,24
17/01/2011;2910,63;3975,41;4110,9;173,27;20,8;14,5;28,92;56,89;9,55;105,72;44,96;23,1;41,08;1293,24
18/01/2011;2945,62;4012,68;4119,96;177,92;21,45;14,75;28,61;58,46;9,61;106,31;45,95;23,4;41,72;1295,02
19/01/2011;2923,76;3976,71;4094,27;178,66;20,95;14,27;28,34;57,08;9,61;104,06;46,32;22,95;41,25;1281,92
20/01/2011;2927,42;3964,84;4086,03;181,13;20,56;14,7;28,12;55,37;9,72;102,7;46,88;23,19;42;1280,26
21/01/2011;2970,56;4017,45;4085,65;185,3;20,39;14,95;29,09;54,78;9,94;103,06;48,08;23,18;42,48;1283,35
24/01/2011;2979,06;4033,21;4116,69;185,9;20,54;15,12;29,84;54,52;9,97;102,07;48,25;23,12;43,12;1290,84
25/01/2011;2957,78;4019,62;4108,02;181,52;20,74;15,15;29,53;55,21;9,91;103,2;46,93;22,92;43,03;1291,18
26/01/2011;2967,78;4049,07;4121,24;179,87;20,75;15,35;29,77;56,27;9,85;105,86;46,07;22,77;43;1296,63
27/01/2011;2989,75;4059,57;4130,78;184,25;21,59;15,56;29,62;55,9;9,86;103,56;47,51;22,84;43,14;1299,54
28/01/2011;2954,13;4002,32;4057,02;183,33;21,66;15,39;29,68;54,8;9,73;102,25;48,32;22,68;42,5;1276,34
31/01/2011;2953,63;4005,5;4077,47;183,08;21,05;15,46;31,26;53,42;9,74;105,18;47,23;22,83;42,29;1286,12
01/02/2011;3006,81;4072,62;4136,17;187,26;20,98;15,65;31,52;53,3;9,86;105,14;47,88;23,25;42,42;1307,59
02/02/2011;3012,7;4066,53;4109,46;188,86;20,84;15,61;30,94;52,5;9,93;104,69;47,96;23,21;42,37;1304,03
03/02/2011;2995,49;4036,59;4120,97;186,13;20,76;15,39;31,1;53,01;9,96;104,6;46,52;22,93;42,38;1307,1
04/02/2011;3003,19;4047,21;4123,98;186,6;20,34;15,56;31,1;52,69;10,07;102,66;46,81;22,84;42,67;1310,87
07/02/2011;3031,18;4090,8;4145,02;188,55;20,85;15,88;31,03;53,62;10,06;103,47;47,59;23,47;43,12;1319,05
08/02/2011;3042,5;4108,27;4161,38;189,3;21,17;16,11;30,78;55,28;10,02;104,87;48,16;23,2;43,78;1324,57
09/02/2011;3031,62;4090,74;4164,96;188,79;20,89;15,88;30,89;55,03;10,01;105,23;48,41;23,78;43,78;1320,88
10/02/2011;3025,68;4095,14;4181,93;185,35;20,98;15,75;30,88;55,48;9,95;106,53;47,58;23,88;43,93;1321,87
11/02/2011;3024,37;4101,31;4204,73;186,52;21,77;15,65;30,9;56,51;9,9;106,04;48,4;24,05;43,83;1329,15
14/02/2011;3018,38;4096,62;4193,42;184,9;21,73;15,45;31,24;56,57;9,89;105,54;47,8;23,96;44,05;1332,32
15/02/2011;3030,46;4110,34;4190,73;188,5;21,84;15,59;31,23;55,98;9,9;104,33;48,87;24,02;43,96;1328,01
16/02/2011;3061,92;4151,26;4212,61;195,28;22,24;15,93;31,29;53,54;10;102,16;51,24;24,03;43,99;1336,32
17/02/2011;3064,54;4152,31;4224,58;196,15;21,77;15,4;31,05;52,97;9,96;104,37;52,04;24,26;43,97;1340,43
18/02/2011;3068;4157,14;4237,17;195,38;21,65;15,52;31,45;52,63;10,01;104,15;51,93;24,19;44,62;1343,01
21/02/2011;3012,34;4097,41;4237,17;188,95;21,17;14,97;31,27;52,22;10,02;102,75;50,34;23,86;43,74;1343,01
22/02/2011;2983,33;4050,27;4153,86;186,31;21,05;14,85;31,21;53,05;10;102,7;49,26;23,7;42,72;1315,44
23/02/2011;2954,92;4013,12;4106,64;185,9;20,85;14,83;30,49;51,29;9,95;100,63;49,13;23,17;42,09;1307,4
24/02/2011;2949,13;4009,64;4103,55;184,77;20,77;14,75;30,27;50,49;9,92;99,55;48,57;23,31;42,36;1306,1
25/02/2011;2985,02;4070,38;4131,84;188,17;20,66;15,04;31,05;51,07;9,74;100,05;49,54;23,63;42,96;1319,88
28/02/2011;3013,09;4110,35;4163,23;188,91;20,96;15,22;31,08;51,05;9,75;99,1;50,95;23,83;43,62;1327,22
01/03/2011;2983,27;4067,15;4094,49;185,15;20,65;15,04;30,55;51,02;9,7;99,96;49,19;23,5;43,11;1306,33
02/03/2011;2958,8;4034,32;4103,52;183,53;20,32;14,71;29,36;49,6;9,75;99,28;48,53;23,01;43,61;1308,44
03/03/2011;2969,24;4060,76;4174,32;182,12;19,78;14,95;29,47;49,18;9,7;99,1;48,8;23;44,28;1330,97
04/03/2011;2949,18;4020,21;4141,85;179,87;19,7;15,01;28,18;48,24;9,71;99,24;47,52;22,15;43,57;1321,15
07/03/2011;2931,42;3990,41;4118,19;177,57;19,3;14,85;28,18;48,6;9,63;99,6;46,55;22,18;43,65;1310,13
08/03/2011;2945,42;4015,91;4178,87;178,96;19,84;15,23;28,29;49,25;10,01;98,56;47,25;22,37;43,71;1321,82
09/03/2011;2935,11;3993,81;4186,61;178,21;20,06;15,11;28,16;49,82;10,1;98,15;46,38;22,42;43,63;1320,02
10/03/2011;2909,73;3963,99;4121,9;176,37;19,79;14,92;28,23;48,71;10,21;97,75;45,98;22,16;43,27;1295,11
11/03/2011;2883,84;3928,68;4144,67;176,36;19,66;14,61;27,95;47,79;10,16;97,75;46,75;21,69;43,04;1304,28
14/03/2011;2852,11;3878,04;4107,3;179,7;19,34;14,13;27,4;47,18;10,02;95,32;47,46;21,28;42,47;1296,39
15/03/2011;2784,2;3780,85;4061,12;176,18;18,79;13,7;26,75;45,28;9,73;90,27;45,8;20,64;41,31;1281,87
16/03/2011;2721,24;3696,56;3988,05;170,87;18,78;13,33;26,12;44,38;9,62;89,82;44,6;20,51;40,26;1256,88
17/03/2011;2786,16;3786,21;4036,23;174,23;19,07;13,95;26,93;44,88;9,72;90,09;45,45;21,13;41,3;1273,72
18/03/2011;2792,61;3810,22;4063,38;174,52;19,24;14,01;26,82;45,9;9,59;91,49;46,44;21,75;41,34;1279,2
21/03/2011;2860,81;3904,45;4133,01;178,84;19,57;14,53;27,66;46,86;10,67;93,24;48,13;21,98;42,41;1298,38
22/03/2011;2854,79;3892,71;4113,59;178,43;19,47;14,5;27,57;46,47;10,8;92,88;48,36;21,96;42,21;1293,77
23/03/2011;2866,23;3913,73;4124,43;178,23;19,84;14,54;27,57;47,35;10,86;94,69;47,99;22,03;42,46;1297,54
24/03/2011;2909,78;3968,84;4159,75;180,94;20,18;14,73;27,85;49,02;10,85;95,36;48,38;22,1;43,29;1309,66
25/03/2011;2911,33;3972,38;4179,39;180,09;20,19;14,68;27,62;49;10,74;96,4;48,35;22,12;43,16;1313,8
28/03/2011;2914,76;3976,95;4177,16;180,45;20,23;14,75;27,67;48,27;10,74;97,3;48,35;21,68;43,14;1310,19
29/03/2011;2910,93;3987,8;4205,62;177,33;20,29;14,74;27,58;48,35;10,76;97,21;48,33;21,7;43,52;1319,44
30/03/2011;2936,44;4024,44;4230,36;176,87;20,76;15,01;27,76;49,84;10,89;98,15;47,48;22,1;44,04;1328,26
31/03/2011;2910,91;3989,18;4228,42;172,12;20,54;14,75;27,29;49,85;10,87;97,43;45,85;21,94;44,1;1325,83
01/04/2011;2962,92;4054,76;4260,67;175,75;21,16;15,21;28,29;51,59;11,1;99,15;47,11;21,98;44,96;1332,41
04/04/2011;2955,84;4042,92;4265,89;173,9;21,04;15,15;28,21;51,56;11,13;99,42;45,81;21,94;44,72;1332,87
05/04/2011;2950,96;4041,74;4253,78;172,72;21,01;15,04;27,87;52,42;11,13;99,69;45,32;21,78;44,84;1332,63
06/04/2011;2971,48;4048,16;4265,37;176,92;20,85;15,42;28,11;52,6;11,05;101,08;46,57;21,8;44,34;1335,54
07/04/2011;2963,69;4028,3;4252,52;178,95;21,04;15,56;27,78;52,16;11,04;100,27;47,01;21,78;43,82;1333,51
08/04/2011;2984,66;4061,91;4224,17;179,71;20,91;15,85;27,79;52,04;11,07;102,12;47,85;22,19;44,45;1328,17
11/04/2011;2974,58;4038,7;4213,02;178,8;20,88;15,78;27,71;50,65;11,15;101,35;47,22;22,32;43,65;1324,46
12/04/2011;2932,33;3976,6;4194,31;176,57;20,66;15,55;27,08;50,47;11,02;101,53;46,46;22;42,8;1314,16
13/04/2011;2949,98;4006,23;4196,94;176,77;20,92;15,69;27,46;51,1;11,09;102,39;46,64;22,21;43,33;1314,41
14/04/2011;2917,72;3970,39;4207,96;172,75;20,88;15,42;27,11;49,79;11,08;103,06;45,64;21,96;42,8;1314,52
15/04/2011;2919,05;3974,48;4233,84;170,91;21,06;15,32;26,73;49,47;11,26;103,51;45,23;22,05;42,8;1319,68
18/04/2011;2847,96;3881,24;4184,54;165,28;20,55;14,44;26,16;48,63;11,11;102,07;43,47;21,38;41,76;1305,14
19/04/2011;2857,61;3908,58;4202,88;165,52;20,62;14,63;26,22;49,08;11;103,51;43,71;21,4;41,85;1312,62
20/04/2011;2921,43;4004,62;4250,45;166;21,26;14,93;27,02;51,12;11,24;104,6;43,7;21,8;43,32;1330,36
21/04/2011;2936,3;4021,88;4268,9;168,57;21,24;15,11;27,16;51,3;11,06;106,17;43,49;21,72;43,49;1337,38
25/04/2011;2936,3;4021,88;4266,84;168,57;21,24;15,11;27,16;51,3;11,06;106,17;43,49;21,72;43,49;1335,25
26/04/2011;2955,36;4045,29;4319,06;169,24;21,43;15,33;27,17;51,96;11,23;106,44;43,5;21,95;43,78;1347,24
27/04/2011;2977,59;4067,72;4352,92;171,31;21,27;15,52;27,61;52,78;11,06;106,71;43,79;21,84;44,17;1355,66
28/04/2011;3005,33;4104,9;4386,24;174,15;21,13;15,69;27,87;53,09;11,19;108,83;44,98;22,62;44,76;1360,48
29/04/2011;3011,25;4106,92;4397,05;174,76;20,89;15,15;27,96;52,19;11,22;108,78;45,16;22,56;45,1;1363,61
02/05/2011;3008,89;4108,77;4393,86;173,99;20,77;15,16;27,95;52,51;11,27;108,65;45,4;22,69;44,87;1361,22
03/05/2011;3000,39;4096,84;4392,8;173,34;20,75;15,22;27,82;51,65;11,31;109,55;45,57;22,56;44,84;1356,62
04/05/2011;2952,02;4043,13;4354,6;171,75;20,47;15;27,61;50,74;11,27;108,47;45,52;22,15;44,19;1347,32
05/05/2011;2926,54;4004,87;4339,28;169,29;20,4;15,03;27,08;50,65;11,17;107,7;43,26;22,27;43,9;1335,1
06/05/2011;2952,9;4058,01;4356,71;170,84;20,95;15,19;27,5;51,33;11,23;109,33;43,32;22,58;44,6;1340,2
09/05/2011;2902,4;4007,26;4366,93;166,49;20,97;14,66;26,79;50,7;11,12;108,87;42,19;22,21;43,93;1346,29
10/05/2011;2939,02;4052,51;4405,13;169,57;21,52;14,93;26,95;51,03;11,23;109,42;43,08;22,5;44,71;1357,16
11/05/2011;2942,43;4058,08;4362,54;169,75;21,76;15,05;27;50,8;11,29;111,22;42,98;22,5;44,91;1342,08
12/05/2011;2917,05;4023,29;4379,29;168,62;21,82;14,8;26,65;50,88;11,32;109,87;42,15;22,24;44,08;1348,65
13/05/2011;2894,6;4018,85;4339,48;166,85;23,09;14,62;26,74;50,56;10,49;109,78;42,2;22,15;43,86;1337,77
16/05/2011;2881,31;3989,82;4327,58;166,19;22,6;14,55;26,44;50,09;10,47;110,27;41,93;22,08;43,77;1329,47
17/05/2011;2849,6;3941,58;4312,54;165,1;22,05;14,32;26,55;49,12;10,36;107,88;41,76;21,95;42,98;1328,98
18/05/2011;2867,3;3978;4346,37;165,75;22,27;14,47;26,61;49,29;10,54;109,15;41,93;22;43,31;1340,68
19/05/2011;2890,6;4027,74;4369,58;166,61;23,03;14,84;26,78;49,71;10,61;109,51;42,19;22,21;44,04;1343,6
20/05/2011;2853,98;3990,85;4345,18;163,2;22,72;14,69;26,62;48,85;10,51;109,78;41,99;22,26;43,69;1333,27
23/05/2011;2794,26;3906,98;4296,09;159,13;22,4;14,34;26,43;47,39;10,42;103,69;41,31;20,49;42,9;1317,37
24/05/2011;2801,27;3916,88;4282,6;158,96;22,57;14,31;26,44;47,9;10,31;106,04;41,23;20,36;43,3;1316,28
25/05/2011;2816,84;3928,99;4299,77;162,5;22,35;14,57;26,73;48,2;10,29;107,43;42,11;20,62;43,3;1320,47
26/05/2011;2799,82;3917,22;4303,11;161,2;22,51;14,54;26,43;47,88;10,16;106,58;41,74;20,55;43,44;1325,69
27/05/2011;2819,4;3950,98;4311,93;163,1;22,42;14,61;26,5;48,08;10,14;106,76;42,31;20,63;43,86;1331,1
30/05/2011;2814,34;3942,53;4311,93;161,73;22,43;14,53;26,46;48,06;10,17;105,86;42;20,72;43,51;1331,1
31/05/2011;2861,92;4006,94;4354,84;165,48;22,88;14,84;26,89;49,11;10,33;108,97;41,24;21,01;44,84;1345,2
01/06/2011;2827,66;3964,81;4250,48;162,6;22,13;15,06;26,58;48,51;10,22;108,6;40,53;20,88;44,18;1314,55
02/06/2011;2782,57;3889,87;4247,23;160,69;21,39;14,67;26,41;47,33;10,04;106,44;40,2;20,45;43,57;1312,94
03/06/2011;2789,11;3890,68;4202,52;163,83;21,52;14,75;26,37;47,57;10,04;106,13;40,99;20,25;43,3;1300,16
06/06/2011;2765,33;3863,4;4170,48;160,44;21,47;14,45;26,29;47,2;10,01;105,77;40,09;19,91;42,18;1286,17
07/06/2011;2774,5;3871,92;4166,95;160,71;21,34;14,68;26,28;47,1;10,09;105,5;40,35;20;42,38;1284,94
08/06/2011;2752,06;3837,98;4149,85;158,32;21,21;14,6;25,77;47,34;10,03;103,74;39,79;19,84;42,05;1279,56
09/06/2011;2778,12;3878,65;4175,98;158,43;21,58;14,92;25,84;47,43;10,15;104,51;39,84;20,21;42,6;1289
10/06/2011;2732,54;3805,09;4121,63;155,97;21,12;14,71;25,49;46,59;10,14;103,11;39,05;19,79;41,92;1270,98
13/06/2011;2733,95;3807,61;4125,81;155,65;21,27;14,74;25,39;46,63;10,28;103,38;39,01;19,72;42,05;1271,83
14/06/2011;2779,94;3864,58;4175,19;158,98;21,41;15,14;25,84;47,15;10,57;105,54;39,79;20,06;42,81;1287,87
15/06/2011;2731,5;3806,85;4117,49;154,64;21,68;15,15;25,11;46,63;10,35;103,83;38,78;19,65;42,25;1265,42
16/06/2011;2730,62;3792,31;4135,26;154,07;21,63;14,82;24,24;46,97;10,4;103,02;38,14;19,55;42,01;1267,64
17/06/2011;2770,12;3823,74;4160,12;159,25;21,44;15,2;23,84;47,34;10,48;103,65;39,09;19,46;42,56;1271,5
20/06/2011;2748,01;3799,66;4188,27;157,36;21,26;15;23,46;47,56;10,51;103,47;38,77;19,17;41,9;1278,36
21/06/2011;2801,99;3877,07;4232,91;161,6;21,76;15,38;23,85;48,56;10,62;104,91;40,18;19,47;43,12;1295,52
22/06/2011;2795,07;3871,37;4211,03;161;21,85;15,26;23,72;48,91;10,67;105,86;39,88;19,25;42,51;1287,14
23/06/2011;2730,86;3787,79;4196,66;154,47;22,02;14,88;23,23;48,76;10,59;104,33;38,46;18,78;41,72;1283,5
24/06/2011;2715,88;3784,8;4155,56;150,94;22,4;14,52;23,36;49,02;10,38;104,78;37,78;18,8;41,75;1268,45
27/06/2011;2723,93;3796,55;4191,54;150,97;22,05;14,62;23,11;49,24;10,46;105;37,67;18,87;41,82;1280,1
28/06/2011;2750,49;3851,89;4239,1;153,86;22,54;14,9;23,97;50,39;10,42;106,71;38,81;18,83;42,19;1296,67
29/06/2011;2802,55;3924,23;4261,73;156,66;22,83;15,26;24,56;51,34;10,58;110;39,82;18,93;43,42;1307,41
30/06/2011;2848,53;3982,21;4309,56;160,33;23,08;15,67;24,74;51,9;10,82;110,63;40,92;19,45;44,17;1320,64
01/07/2011;2875,67;4007,35;4379,48;165,68;23,01;15,85;24,6;51,59;10,69;110,81;42,44;19,68;44,51;1339,67
04/07/2011;2870,19;4003,11;4379,48;164,54;23,43;15,77;24,19;52,35;10,7;111,67;41,87;19,77;44,16;1339,67
05/07/2011;2850,51;3978,83;4360,8;162,12;23,55;15,61;24,15;52,81;10,63;112,75;41,15;19,77;43,52;1337,88
06/07/2011;2832,63;3961,34;4388,1;157,39;23,39;15,51;23,24;52,97;10,57;112,03;40,27;19,32;43,2;1339,22
07/07/2011;2844,51;3979,96;4420,67;156,31;23,39;15,65;23,72;52,63;10,67;113,29;40,09;19,32;43,32;1353,22
08/07/2011;2790,09;3913,55;4389,27;150,11;23,13;15,25;23,26;52,39;10,58;114,01;38,53;18,68;42,37;1343,8
11/07/2011;2709,14;3807,51;4328,43;142,5;23,05;14,24;22,6;51;10,38;111,44;36,33;18,18;41,57;1319,49
12/07/2011;2693,53;3774,12;4305,95;144,06;23,2;14,02;21,99;51,68;10,17;111,4;36,14;18,02;40,76;1313,64
13/07/2011;2715,05;3793,27;4320,08;144,08;24,1;14,02;22,33;53,17;10,31;113,6;35,99;18,13;41,1;1317,72
14/07/2011;2695,29;3751,23;4291,35;142,88;23,79;13,93;21,82;53,26;10,25;112,75;35,52;17,97;40,49;1308,87
15/07/2011;2675,38;3726,59;4299,89;140,59;23,71;13,62;21,76;53,27;10,26;113,65;34,7;17,82;39,9;1316,14
18/07/2011;2622,36;3650,71;4261,34;135,49;23,76;12,89;21,54;51,5;10,09;113,69;32,8;17,55;38,94;1305,44
19/07/2011;2657,45;3694,95;4320,64;138,7;23,93;13,14;21,59;52,4;10,35;114,87;34,24;17,52;40,01;1326,73
20/07/2011;2705,75;3754,6;4321,41;145,2;24,79;13,65;21,69;52,45;10,51;116,08;36;17,82;40,45;1325,84
21/07/2011;2763,34;3816,75;4382,12;153,54;24,87;14,41;22,18;52,25;10,57;116,58;38,23;18,03;41,17;1343,8
22/07/2011;2772,6;3842,7;4369,59;152,66;24,84;14,34;22,12;52,47;10,71;116,85;38,08;18,25;41,42;1345,02
25/07/2011;2742,7;3812,97;4351,59;146,15;25,04;13,71;22,17;53,04;10,62;117,48;36,27;18,04;41,1;1337,43
26/07/2011;2739,65;3787,88;4315,13;146,55;24,48;13,73;21,83;51,81;10,79;116,31;36,03;17,96;40,6;1331,94
27/07/2011;2693,71;3734,07;4245,35;142,42;24,33;13,44;21,34;51,03;10,67;117,39;35,09;17,56;40,89;1304,89
28/07/2011;2692,76;3712,66;4227,4;144,23;24,3;13,46;21,23;51,07;10,73;116,98;35,61;17,47;40,49;1300,67
29/07/2011;2670,37;3671,28;4199,24;143,33;24,2;13,11;20,6;50,66;10,84;116,22;34,74;15,81;40,52;1292,28
01/08/2011;2593,34;3588,05;4187,03;136,64;23,96;12,81;20,08;49,01;10,43;115,77;33,31;14,97;39,16;1286,94
02/08/2011;2544,89;3522,79;4081,27;132,1;23,54;12,4;19,55;47,42;10,35;112,97;32,51;14,71;38,17;1254,05
03/08/2011;2497,83;3454,94;4092;129,21;22,73;12,03;19,24;45,33;10,26;111,67;29,59;14,3;37,53;1260,34
04/08/2011;2412,29;3320,35;3912,81;123,03;21,36;11,71;18,57;43,86;10,15;105;27,7;11,6;35,6;1200,07
05/08/2011;2375,15;3278,56;3926,8;123,92;21,68;11,56;18,72;41,97;9,97;103,51;27,44;11,15;35,29;1199,38
08/08/2011;2286,91;3125,19;3691,36;120,29;19,81;10,99;18,09;39,01;9,76;97,52;25,13;10,26;33,2;1119,46
09/08/2011;2294,24;3176,19;3840,24;120,57;20,5;11,24;18,55;38,88;9,42;99,55;26,02;10,36;35,25;1172,53
10/08/2011;2153,77;3002,99;3688,37;109,87;19,91;10,04;17,41;36,67;9,11;96,62;22,18;10,09;33,47;1120,76
11/08/2011;2215,45;3089,66;3838,57;113,12;20,67;10,43;17,94;37,65;9,24;98,15;23;11,1;34,47;1172,64
12/08/2011;2307,33;3213,88;3817,3;119,07;21,35;10,92;19,07;38,88;9,53;102,12;24,3;11,82;35,7;1178,81
15/08/2011;2324,48;3239,06;3951,15;120,52;22,01;11,24;19,67;38,42;9,52;100,99;24,8;11,66;36,14;1204,49
16/08/2011;2323,67;3230,9;3912,62;121,15;21,8;11,22;19,66;38,07;9,58;99,42;25,28;11,17;35,74;1192,76
17/08/2011;2331,12;3254,34;3858,28;120,16;22,6;11,36;19,98;38;9,54;100;24,64;11,45;36,16;1193,89
18/08/2011;2206,61;3076,04;3759,43;112,37;20,9;10,56;18,79;35,66;9,17;95,81;21,6;10,45;33,87;1140,65
19/08/2011;2159,07;3016,99;3703,7;109,02;20,77;10,28;18,49;34,74;9,01;94,6;20,87;10,63;33,18;1123,53
22/08/2011;2183,39;3051,36;3708,8;108,95;21,09;10,29;18,64;33,96;9,12;94,19;21,07;10,73;33,38;1123,82
23/08/2011;2199,98;3084,37;3815,01;108,1;21,28;10,25;18,76;34,27;9,56;94,82;21;10,63;34,18;1162,35
24/08/2011;2238,7;3139,55;3870,18;109,29;21,76;10,65;19,03;36,05;9,72;97,66;21,4;11,22;34,72;1177,6
25/08/2011;2216,7;3119;3807,16;110,37;21,39;10,6;18,76;35,75;9,46;98,11;21,95;11,17;34,43;1159,27
26/08/2011;2190,44;3087,64;3857,87;108,27;21,02;10,24;18,38;35,59;9,38;97,3;21,33;10,7;33,96;1176,8
29/08/2011;2239,3;3154,2;3956,82;111,7;21,32;10,47;18,85;36,21;9,63;99,55;22,1;11,29;35,39;1210,08
30/08/2011;2239,14;3159,74;3976,68;111,54;21,25;10,61;18,65;36,18;9,53;100,99;22,06;11,22;35,54;1212,92
31/08/2011;2302,08;3256,76;3986,75;114,78;22,09;11,18;18,56;37,67;8,81;104,51;23,36;11,59;36,38;1218,89
01/09/2011;2305,75;3265,83;3944,41;114,71;22,13;11,17;18,18;36,92;9;104,37;23,75;11,64;36,18;1204,42
02/09/2011;2220,72;3148,53;3851,48;108,64;21,3;10,53;17,66;35,46;8,73;101,04;22,17;11,13;34,97;1173,97
05/09/2011;2107,27;2999,54;3851,48;101,64;20,38;9,78;16,75;33,15;8,33;97,25;20,25;10,46;33,33;1173,97
06/09/2011;2080,1;2965,64;3813,95;98,73;20,43;9,62;16,47;32,36;8,24;96,85;18,93;10,32;33,16;1165,24
07/09/2011;2151,16;3073,18;3907,33;102,62;21,88;10,02;16,68;34,27;8,44;98,06;19,38;10,8;34,27;1198,62
08/09/2011;2163,4;3085,83;3872,42;103,7;21,64;10,17;16,82;33,62;8,48;98,6;19,51;10,87;34,26;1185,9
09/09/2011;2073,67;2974,59;3776,08;96,62;21,35;9,4;16,2;32,36;8,14;95,99;17,45;10,22;32,61;1154,23
12/09/2011;1995,01;2854,81;3793,23;89,57;21,42;8,48;15,26;31,78;7,95;93,06;15,57;9,68;31,42;1162,27
13/09/2011;2036,64;2894,93;3840,02;94,74;21,2;8,69;15,62;32,43;8,19;92,07;17,9;9,92;31,67;1172,87
14/09/2011;2083,38;2949,14;3894,29;95,43;21,75;9,3;15,89;34,25;8,37;96,31;17,39;10,54;32,31;1188,68
15/09/2011;2155,62;3045,62;3952,82;101,41;22,26;9,9;16,23;35,22;8,48;100,9;18,33;11,06;33,6;1209,11
16/09/2011;2159,28;3031,08;3974,3;100,26;22,1;9,64;16,44;36,4;8,5;102,3;18,96;11,17;33,45;1216,01
19/09/2011;2096,1;2940;3933,07;96,95;22,21;9,31;16,01;35,4;8,33;99,64;17,69;11,02;32,77;1204,09
20/09/2011;2140,41;2984,05;3928,88;97,03;22,9;9,08;16,29;36,79;8,69;102,57;17,15;11,2;33,14;1202,09
21/09/2011;2098,49;2935,82;3807,18;94,77;22,69;8,79;16,01;35,4;8,52;102,25;16,93;10,99;32,79;1166,76
22/09/2011;1995,75;2781,68;3690,22;89,33;20,89;8,16;15,07;32,74;8,25;95,72;15,31;10,31;30,99;1129,56
23/09/2011;2026,03;2810,11;3664,49;93,65;20,68;8,3;15,48;32,41;8,22;95,27;16,65;10,16;30,78;1136,43
26/09/2011;2083,35;2859,34;3799,4;98,01;20,35;8,98;15,76;32,15;8,46;94,78;17,55;10,47;30,9;1162,95
27/09/2011;2194,03;3023,38;3843,55;105,94;21,25;9,81;16,76;34,45;8,77;98,6;20,5;11,21;32,91;1175,38
28/09/2011;2176,64;2995,62;3773,08;104,53;21,27;10;16,57;34,43;8,67;97,12;19,92;11,13;32,45;1151,06
29/09/2011;2212,44;3027,65;3831,84;108,01;21,59;10,29;17,37;34,83;8,84;93,51;21,08;11,39;33,13;1160,4
30/09/2011;2179,66;2981,96;3742,6;105,34;21,21;9,9;17,14;33,63;8,83;87,77;20;11,07;32,42;1131,42
03/10/2011;2138,24;2926,83;3642,71;101,6;20,92;9,57;17,01;32,85;8,71;86,48;18,97;10,81;31,8;1099,23
04/10/2011;2091,09;2850,55;3709,87;97,82;19,83;8,91;16,74;30,97;8,68;84,13;18,04;10,28;30,58;1123,95
05/10/2011;2179,42;2973,9;3761,08;103,44;20,96;9,7;17,82;32,61;9,11;88,51;19,6;10,42;31,9;1144,03
06/10/2011;2248,78;3075,37;3830,3;107,6;21,71;10,5;17,92;33,55;9,24;89,42;20,69;10,91;33,01;1164,97
07/10/2011;2269,19;3095,56;3814,05;108;20,99;11,03;17,26;33,98;9,07;90,08;20,51;10,72;33,4;1155,46
10/10/2011;2320,8;3161,47;3930,16;110,17;21,8;11,53;17,54;35,37;9,37;93,69;20,76;11,01;34,4;1194,89
11/10/2011;2315,97;3153,52;3926,68;110,74;22,41;11,59;17,48;35,85;9,39;93,65;21,85;10,96;34,5;1195,54
12/10/2011;2372,15;3229,76;3957,78;114,73;22,35;11,83;17,91;37,85;9,58;95,68;23,16;11,58;35,57;1207,25
13/10/2011;2332,52;3186,94;3942,45;109,2;22,6;11;16,85;37,17;9,44;95,5;21,61;11,17;34,82;1203,66
14/10/2011;2355,48;3217,89;4004,6;107,97;22,98;10,94;17,25;37,82;9,55;95,27;20,84;11,22;35,57;1224,58
17/10/2011;2315,89;3166,06;3927,17;104,61;22;10,75;17,04;36,51;9,4;96,08;20,25;10,9;34,87;1200,86
18/10/2011;2306,81;3141,1;3999,81;103,65;22,4;10,39;16,74;36,49;9,36;95,05;19,24;10,67;34,75;1225,38
19/10/2011;2330,08;3157,34;3972,37;106,89;21,44;10,8;17,02;36,12;9,45;92,61;19,45;10,92;34,83;1209,88
20/10/2011;2271,77;3084,07;4001,3;100,63;20,08;10,1;17,19;34,99;9,2;91,67;17,97;10,48;33,72;1215,39
