Date;Eurostoxx50 ;CAC 40;Dow Jones;Eurostoxx Banks;Airbus SE;AXA SA;Carrefour SA;Daimler AG;Deutsche Telekom AG;Kering;Société Générale;Veolia Environnement SA;Vinci SA;S&P 500
14/12/2015;3139,24;4473,07;5923,63;123,03;61,3;24,13;26,01;72,95;15,48;142,45;40,15;21,77;57,16;2021,94
15/12/2015;3241,51;4614,4;5975,73;127,71;63,14;24,69;27,09;75,5;16,25;145,01;41,56;21,87;57,68;2043,41
16/12/2015;3246,78;4624,67;6073,95;127,91;64,39;24,57;27,06;76,09;16,18;144,82;42,19;21,88;57,94;2073,07
17/12/2015;3306,47;4677,54;5992,51;130,32;65,13;25,12;27,23;78,56;16,71;147,19;43,19;22,09;59,16;2041,89
18/12/2015;3260,72;4625,26;5872,92;129,17;63,26;24,98;26,65;76,79;16,49;145,01;42,92;21,55;58,4;2005,55
21/12/2015;3213,01;4565,17;5907,24;126,53;61,92;24,94;26,44;75,5;16,31;144,13;42,67;21,41;57,9;2021,15
22/12/2015;3214,32;4567,6;5971,91;127,09;61,9;24,76;26,34;76,37;16,22;146,22;42,59;20,98;58,03;2038,97
23/12/2015;3286,68;4674,53;6040,23;129,46;62,58;25,1;27,1;77,84;16,62;149,61;43,35;21,3;59,03;2064,29
24/12/2015;3284,47;4663,18;6033,13;129,59;62,15;25,09;27,04;77,84;16,62;149,52;43,27;21,38;59,28;2060,99
28/12/2015;3256,49;4617,95;6018,63;128,24;61,71;24,93;26,8;77,3;16,55;146,87;42,75;21,37;58,46;2056,5
29/12/2015;3314,28;4701,36;6072,07;129,68;63,05;25,49;27,23;78,38;16,97;149,7;43,38;22,07;59,5;2078,36
30/12/2015;3287,98;4677,14;6030,41;128,66;62,58;25,3;27,12;77,58;16,69;149,15;42,79;22,07;59,48;2063,36
31/12/2015;3267,52;4637,06;5978,34;127,87;62;25,23;26,65;77,58;16,69;146,82;42,57;21,87;59,14;2043,94
04/01/2016;3164,76;4522,45;5890,29;124,56;60,86;24,34;26,02;73,64;16,04;141,11;41,4;21,56;57,73;2012,66
05/01/2016;3178,01;4537,63;5900,51;125,04;62,09;24,35;26,02;73,63;15,99;140,27;41,73;21,52;58,05;2016,71
06/01/2016;3139,32;4480,47;5818,89;122,16;61,27;24,26;25,57;71,76;16,09;139,66;40,93;21,41;57,71;1990,26
07/01/2016;3084,68;4403,58;5689,62;119,57;60,04;23,69;25,32;69;15,99;134,74;39,94;21,22;57,05;1943,09
08/01/2016;3033,47;4333,76;5648,66;116,96;58,76;23,25;25,15;68,19;15,76;132,88;38,91;21,16;56,86;1922,03
11/01/2016;3027,49;4312,74;5657,5;116,86;58,11;23,37;24,82;68,13;15,67;132,32;38,87;21,31;58,09;1923,67
12/01/2016;3064,66;4378,75;5689,59;118,08;59;23,69;25,1;69,14;15,89;134,6;39,25;21,65;59,04;1938,68
13/01/2016;3073,02;4391,94;5562,21;118,58;59,49;23,93;25,3;68,24;15,91;133,34;39,57;21,74;59,48;1890,28
14/01/2016;3024;4312,89;5637,5;115,97;58,01;23,4;24,96;65,81;15,69;131,53;38,2;21,09;58,09;1921,84
15/01/2016;2952,48;4210,16;5529,86;111,89;56,15;22,77;24,62;64,53;15,39;131,21;35,98;20,59;57,4;1880,33
18/01/2016;2935,39;4189,57;5529,86;108,46;55,85;22,39;24,11;64,92;15,26;132,41;34,91;20,53;57,34;1880,33
19/01/2016;2980,49;4272,26;5543,56;108,44;56,72;22,9;24,26;65,53;15,55;139,9;35,84;21,02;59,05;1881,33
20/01/2016;2882,59;4124,95;5466,87;103,39;54,36;21,8;23,4;63,81;14,9;135,71;34,26;20,6;57,21;1859,33
21/01/2016;2943,92;4206,4;5502,74;106,27;55,53;22,07;23,8;65,62;15,36;136,64;34,25;20,76;58,25;1868,99
22/01/2016;3023,21;4336,69;5580,42;109,14;56,95;22,45;25,3;66,23;15,85;142,41;35,89;21,25;60,22;1906,9
25/01/2016;3001,78;4311,33;5503,92;105,38;57,32;22,45;25,01;65,1;15,93;140,87;34,91;21,37;61,63;1877,08
26/01/2016;3032,84;4356,81;5601,67;108,06;57,42;22,45;25;65,09;15,84;142,13;35,75;21,51;61,37;1903,63
27/01/2016;3043,47;4380,36;5547,26;107,22;55,46;22,53;25,28;65,93;16,1;143,06;35,37;21,77;62,61;1882,95
28/01/2016;2979,42;4322,16;5575,97;103,31;55,02;22,16;25,3;63,89;15,55;140,69;34,19;21,6;61,84;1893,36
29/01/2016;3045,09;4417,02;5717,76;106,36;57,82;22,77;26,23;64,16;16,02;144,13;35,18;22,2;62,42;1940,24
01/02/2016;3021,01;4392,33;5736,46;104,85;57,85;22,52;26,5;63,74;16,02;145,89;34,79;22,67;63,64;1939,38
02/02/2016;2951,85;4283,99;5638,32;100,18;55,35;21,97;26,27;62,83;15,94;142,41;32,58;22,36;62,84;1903,03
03/02/2016;2896,63;4226,96;5702,59;96,04;53,9;20,89;25,15;62,97;15,64;142,22;31,6;22,08;61,08;1912,53
04/02/2016;2905,3;4228,53;5757,55;99,9;53,81;20,91;24,92;60,94;15,49;141,76;31,98;21,86;60,29;1915,45
05/02/2016;2879,39;4200,67;5697,23;100,36;54,06;20,33;24,77;61,29;14,89;143,99;32,11;21,39;60,75;1880,05
08/02/2016;2785,17;4066,31;5655,94;93,98;51,13;19,59;24,24;59,36;14,3;140,55;30,15;20,71;59,36;1853,44
09/02/2016;2736,5;3997,54;5675,57;89,71;51,22;19,04;23,53;59,15;14,45;138,22;28,83;20,49;59,23;1852,21
10/02/2016;2789,05;4061,2;5652,32;95,86;52,37;20,3;23,63;59,3;14,59;139,25;31,42;20,7;59,84;1851,86
11/02/2016;2680,35;3896,71;5561,05;89,65;49,96;18,89;22,3;58,83;14,27;133,53;27,47;19,95;58,21;1829,08
12/02/2016;2756,16;3995,06;5652,48;94,86;51,31;19,35;22,63;60,91;14,57;135,44;28,4;20,21;58,63;1864,78
15/02/2016;2833,87;4115,25;5652,48;98,3;53,38;20,15;23,38;62,8;14,66;143,52;29,53;20,77;60,36;1864,78
16/02/2016;2821,26;4110,66;5736,69;97,79;53,78;20,02;23,29;62,33;14,58;143,24;29,5;20,78;61,39;1895,58
17/02/2016;2897,72;4233,47;5807,81;101,59;55,05;20,83;23,79;64,86;15,02;147,84;31,44;21,08;63,18;1926,82
18/02/2016;2895,15;4239,76;5808,91;98,15;55,85;20,81;23,79;64,72;15,37;148,96;30,9;21,3;63,66;1917,83
19/02/2016;2871,05;4223,04;5798,1;96,23;55,25;20,4;23,52;63,37;15,24;148,12;30,43;21,32;62,89;1917,78
22/02/2016;2933,91;4298,7;5884,35;99,93;56,15;20,77;24,09;64,39;15,66;151,33;31,55;21,72;63,06;1945,5
23/02/2016;2887,38;4238,42;5828,69;97,45;55,41;20,27;23,7;62,85;15,36;147,47;30,37;21,68;63,06;1921,27
24/02/2016;2820,24;4155,34;5836,61;94,4;54,95;19,5;23,05;60,28;15,02;144,17;29,92;21,18;62,37;1929,8
25/02/2016;2877,42;4248,45;5907,6;96,84;57,37;19,74;23,4;60,77;15,34;147,8;30,92;21,42;63,64;1951,7
26/02/2016;2929,16;4314,57;5872,77;100,14;57,51;20,31;24,23;62,65;15,35;150,49;32,02;20,69;63,41;1948,05
29/02/2016;2945,75;4353,55;5838,59;101,39;59,78;20,3;24,4;63,1;15,47;149,38;32,43;20,89;63,82;1932,23
01/03/2016;2996,39;4406,84;5936,22;103,31;60,8;20,82;24,93;64,69;15,85;149,56;33;20,69;64;1978,35
02/03/2016;3022,14;4424,89;5954,16;107,62;60,54;21,44;24,98;66,39;15,71;150,49;34,38;20,67;62,96;1986,45
03/03/2016;3012,87;4416,08;5985,86;108,36;60,77;21,59;24,87;66,65;15,38;150,12;34,46;20,46;63,01;1993,4
04/03/2016;3037,35;4456,62;6021,06;108,69;62,1;21,35;26,4;67,3;15,46;152,12;35,1;20,56;63,96;1999,99
07/03/2016;3021,09;4442,29;6047,47;106,85;61,48;21,06;25,99;66,98;15,38;151,28;34,49;20,67;63,7;2001,76
08/03/2016;3002,01;4404,02;5991,3;106,84;60,61;20,7;25,73;65,05;15,3;150,82;34,56;20,35;63,27;1979,26
09/03/2016;3016,18;4425,65;6014,65;106,82;60,64;20,79;25,34;65,28;15,36;151,56;35;20,22;63,89;1989,26
10/03/2016;2970,78;4350,35;6011,31;107,76;58,24;20,37;23,68;62,56;15,3;149,05;34,8;20,34;63,6;1989,57
11/03/2016;3073,8;4492,79;6093,65;115;60,13;21,63;23,85;65,09;15,83;154,49;36,79;20,72;65,35;2022,19
14/03/2016;3091,98;4506,59;6096,97;114,83;60,41;21,62;24,51;66,28;15,97;155,56;36,58;20,83;64,6;2019,64
15/03/2016;3067,21;4472,63;6094,66;112,12;60,29;21,73;24,01;66,43;15,89;152,54;35,9;20,59;65,16;2015,93
16/03/2016;3062,05;4463;6137,73;110,25;60,78;21,89;23,8;67,65;15,98;151,28;35,4;20,49;65,29;2027,22
17/03/2016;3043,1;4442,89;6230,59;108,32;59,53;21,55;24,06;66,63;15,8;148,36;34,74;20,81;65,38;2040,59
18/03/2016;3059,77;4462,51;6271,41;109,24;60,6;21,59;23,88;67,27;15,82;151,7;35,79;20,75;64,77;2049,58
21/03/2016;3048,77;4427,8;6272,96;108,75;60,88;21,71;23,84;66,68;15,74;148,36;35,38;20,68;64,94;2051,6
22/03/2016;3051,23;4431,97;6247,69;108,18;61,25;21,29;23,91;66,95;15,66;147,1;35,18;20,49;65,07;2049,8
23/03/2016;3042,42;4423,98;6226,69;106,1;61,33;21,15;23,93;67,28;15,8;146,87;34,24;20,6;65,44;2036,71
24/03/2016;2986,73;4329,68;6224,82;103,59;59,77;20,64;23,51;65,86;15,48;142,83;32,88;20,35;65;2035,94
28/03/2016;2986,73;4329,68;6209,09;103,59;59,77;20,64;23,51;65,86;15,48;142,83;32,88;20,35;65;2037,05
29/03/2016;3004,87;4366,67;6264,48;103,07;60,05;20,73;23,52;66,35;15,69;145,01;32,68;20,92;65,2;2055,01
30/03/2016;3044,1;4444,42;6280,86;102,99;59,96;20,65;24,4;67,93;15,95;149,89;32,8;21,3;66,29;2063,95
31/03/2016;3004,93;4385,06;6275,6;101,38;58,35;20,69;24,18;67,37;15,78;146,03;32,48;21,17;65,47;2059,74
01/04/2016;2953,28;4322,24;6288,32;100,13;56,98;20,34;23,87;65,88;15,45;142,92;32,42;20,72;65,28;2072,78
04/04/2016;2962,28;4345,22;6257,59;99,56;57,32;20,3;24,04;65,4;15,31;144,64;32,48;20,72;65,45;2066,13
05/04/2016;2890,35;4250,28;6202,24;96,16;56,43;19,61;23,28;63,1;14,97;141,01;31,09;20,46;64,74;2045,17
06/04/2016;2909,36;4284,64;6219,37;96,32;56,46;19,84;23,3;62,5;15,15;142,5;31,15;20,56;65,1;2066,66
07/04/2016;2871,57;4245,91;6164,13;93,49;56,74;19,47;23,34;59,52;15,1;139,66;30,08;20,6;64,85;2041,91
08/04/2016;2911,98;4303,12;6195,22;96,29;57,51;19,92;23,56;59,62;15,11;140,41;30,89;20,97;65,02;2047,6
11/04/2016;2924,23;4312,63;6178,88;97,76;56,35;20,18;24,16;60,5;15,16;139,53;31,2;21,12;64,58;2041,99
12/04/2016;2942,09;4345,91;6232,5;97,35;56,07;20,72;24,39;61,3;15,32;140,08;31,36;21,11;64,75;2061,72
13/04/2016;3039,19;4490,31;6305,11;103,97;57,61;22,06;25,13;63,5;15,51;144,54;33,82;21,28;64,9;2082,42
14/04/2016;3060,86;4511,51;6311,9;105,03;56,87;22,03;25,15;63,86;15,61;143,62;34,08;21,29;65,84;2082,78
15/04/2016;3054,34;4495,17;6313,99;104,89;56,58;22,15;26,11;62,51;15,68;143,8;33,84;21,5;65,95;2080,73
18/04/2016;3064,03;4506,84;6343,19;105,64;56,84;22,1;25,96;63,51;15,71;145,01;34,26;21,56;66,05;2094,34
19/04/2016;3112,99;4566,48;6376,92;105,53;57,38;22,4;26,26;65,64;16,13;150,49;34,23;21,49;66,18;2100,8
20/04/2016;3142,52;4591,92;6358,47;108,34;57,46;22,72;26,4;66,13;16,09;150,03;35,11;21,34;65,56;2102,4
21/04/2016;3151,69;4582,83;6288,35;110,5;58,18;22,73;26,49;66,66;15,92;148,82;35,53;20,93;64,24;2091,48
22/04/2016;3141,12;4569,66;6319,53;111,28;58,17;22,87;26,48;63,25;15,79;140,83;35,82;21,06;65,01;2091,58
25/04/2016;3117,62;4546,12;6297,09;108,42;58,64;22,66;25,9;62,81;15,75;140,27;34,9;21,09;65,48;2087,79
26/04/2016;3121,29;4533,18;6322,37;111,17;58,23;22,84;25,75;62,93;15,72;138,83;35,41;21,1;65,13;2091,7
27/04/2016;3130,43;4559,4;6351,07;110,87;58,46;22,73;25,75;62,77;15,76;138,97;35,25;21,26;65,8;2095,15
28/04/2016;3125,43;4557,36;6278,92;111,27;55,77;22,83;25,77;62,98;15,77;140,18;35,67;21,67;66;2075,81
29/04/2016;3028,21;4428,96;6253,29;107,09;54,61;22,02;24,75;60,69;15,29;139,11;34,25;21,46;65,24;2065,3
02/05/2016;3032,6;4442,75;6296,74;105,83;54,25;22,32;24,9;61,09;15,41;141,43;34,12;20,9;64,94;2081,43
03/05/2016;2974,2;4371,98;6249,15;101,88;53,56;22,05;24,26;59,57;15,18;139,15;32,83;20,89;65,5;2063,37
04/05/2016;2938,75;4324,23;6226,56;100,6;53,25;21,91;23,91;58,68;14,86;135,76;33,38;20,05;64,47;2051,12
05/05/2016;2940,35;4319,46;6202,52;99,36;54,02;21,65;23,9;59,07;15;135,85;32,6;19,76;64,31;2050,63
06/05/2016;2936,84;4301,24;6226,14;99,83;54,03;20,43;23,9;59,4;15;134,41;32,86;20,03;63,75;2057,14
09/05/2016;2955,83;4322,81;6225,1;98,78;54,38;20,67;24,05;59,73;15,44;135,25;32,93;20,13;63,92;2058,69
10/05/2016;2978,97;4338,21;6289,01;100,45;55,55;20,9;24,38;60,1;15,63;136,18;33,47;20,03;64,09;2084,39
11/05/2016;2956,71;4316,67;6223,91;99,21;55,49;20,84;24,14;59,38;15,65;134,18;33;19,85;64,56;2064,46
12/05/2016;2935,46;4293,27;6207,38;98,6;55,23;20,69;24,2;58,76;15,66;132,09;32,7;19,89;64,62;2064,11
13/05/2016;2956,63;4319,99;6146,06;99,29;55,14;20,73;24,5;58,83;15,93;132,79;33,4;19,99;65,09;2046,61
16/05/2016;2951,39;4312,28;6193,87;98,98;54,87;20,58;24,37;58,83;15,93;133,2;33,28;20,11;65,52;2066,66
17/05/2016;2938,09;4297,57;6148,49;98,9;54,18;20,63;24,22;57,75;16,02;132,55;33,55;19,86;65,13;2047,21
18/05/2016;2956,43;4319,3;6132,39;100,4;53,21;20,71;24,53;57,6;15,99;133,39;34,02;19,45;65,36;2047,63
19/05/2016;2919,22;4282,54;6114,64;100,54;53,33;20,86;23,98;57,4;15,78;131,95;34,47;19,42;65,15;2040,04
20/05/2016;2962,16;4353,9;6149,67;102,02;54,41;21,24;24,4;57,83;15,91;133,81;34,68;19,62;66,01;2052,32
23/05/2016;2932,93;4325,1;6130,66;100,95;54,54;21,09;23,58;56,92;15,85;132,51;34,79;19,54;66,35;2048,04
24/05/2016;3010,12;4431,52;6192,86;104,76;56;22,05;24,21;58,17;16,1;134,18;36,67;19,86;67,74;2076,06
25/05/2016;3061,6;4481,64;6230,24;108,5;56,07;22,36;24,38;60,11;16,43;135,25;36,71;19,74;67,41;2090,54
26/05/2016;3071,21;4512,64;6232,86;108;56;22,57;24,47;60,89;15,97;134,74;36,99;20,03;67,92;2090,1
27/05/2016;3078,48;4514,74;6254,02;107,71;56,02;22,71;24,38;60,68;15,9;136,18;36,95;20,19;68,18;2099,06
30/05/2016;3090,01;4529,4;6254,02;108,19;56,3;22,7;24,49;61,6;16;136,46;37,31;20,04;68,15;2099,06
31/05/2016;3063,48;4505,62;6248,34;106,13;56,02;22,58;24,35;61,39;15,87;134,92;36,99;20,18;67,59;2096,96
01/06/2016;3038,77;4475,39;6247,35;104,15;55,94;22,39;24,09;60,35;15,78;135,9;36,16;20,39;67,2;2099,33
02/06/2016;3033,86;4466;6254,11;103,78;55,3;22,32;24,18;60,61;15,78;138,13;36,23;20,32;66,79;2105,26
03/06/2016;2997,55;4421,78;6258,97;101,14;53,35;21,76;24,34;59,28;15,65;137,62;35,61;20,32;66,69;2099,13
06/06/2016;3001,9;4423,38;6288,03;101,05;53,03;21,82;24,27;59,36;15,53;140,69;35,37;20,38;66,83;2109,41
07/06/2016;3040,69;4475,86;6307,35;102,63;53,51;21,91;24,61;60,12;15,67;145,52;35,72;20,58;66,9;2112,13
08/06/2016;3019,76;4448,73;6338,84;100,79;53,61;21,56;24,36;59,61;15,5;143,75;34,94;20,57;66,15;2119,12
09/06/2016;2989,03;4405,61;6342,3;99,62;53,4;21,21;23,9;58,78;14,95;143,29;34,21;20,48;65,79;2115,48
10/06/2016;2911,11;4306,72;6291,66;95,4;52,66;20,31;23,2;57,51;14,73;140,78;32,68;19,99;64,67;2096,07
13/06/2016;2853,52;4227,02;6245,64;91,8;51,27;19,6;22,6;56,37;14,6;139,43;31,59;19,74;63,65;2079,06
14/06/2016;2797,18;4130,33;6216,69;89,45;50,98;19,3;22,16;55,05;14,35;136,23;30,75;19,27;62,18;2075,32
15/06/2016;2830,3;4171,58;6203,48;90,53;51,67;19,27;22,29;55,51;14,45;138,6;31,33;19,31;62,6;2071,5
16/06/2016;2819,3;4153,01;6225,37;89,41;50,49;19,44;22,1;55,31;14,33;135,44;30,85;19,28;62,33;2077,99
17/06/2016;2849,17;4193,83;6226,71;93,67;50,83;19,68;22,24;55,87;14,23;136,27;32,87;19,31;62,9;2071,22
20/06/2016;2942,88;4340,76;6263,05;97,07;53,31;20,51;23,06;58,35;14,54;141,66;33,8;19,95;64,8;2083,25
21/06/2016;2967,34;4367,24;6264,7;98,25;54,36;20,77;23,15;58,66;14,45;140,78;34,17;20,17;64,73;2088,9
22/06/2016;2978,31;4380,03;6239,65;98,94;54,45;20,91;23,16;59;14,46;141,01;34,49;20,13;64,42;2085,45
23/06/2016;3037,86;4465,9;6303,1;102,81;55,53;21,51;23,49;59,99;14,83;142,69;36,26;19,75;64,65;2113,32
24/06/2016;2776,09;4106,73;6113,47;84,28;52,11;18,18;22,15;55,06;14,06;132,14;28,8;18,46;59,99;2037,41
27/06/2016;2697,44;3984,72;6032,37;79,03;49,92;16,41;21,45;53,37;13,98;128,84;26,39;18,06;58,57;2000,54
28/06/2016;2758,67;4088,85;6123,45;81,31;51,11;17,2;21,62;53,68;14,4;131,11;26,95;18,56;60,36;2036,09
29/06/2016;2832,18;4195,32;6216,35;82,98;51,93;17,84;21,96;53,73;15,02;134,74;27,91;19,15;62,52;2070,77
30/06/2016;2864,74;4237,48;6303,44;83,25;51,73;17,81;22,21;53,52;15,28;135,2;28,21;19,47;63,69;2098,86
01/07/2016;2883,06;4273,96;6322,05;83,54;51,48;17,86;22,51;54,74;15,25;137,76;28,38;19,38;64,35;2102,95
04/07/2016;2862,21;4234,86;6322,05;82,27;51,29;17,55;22,45;54,24;15,14;137,11;27,8;19,48;63,56;2102,95
05/07/2016;2812,88;4163,42;6290,4;80,28;49,77;16,97;22,02;52,27;14,87;134,04;26,79;19,11;62,67;2088,55
06/07/2016;2761,37;4085,3;6307,05;78,37;48,47;16,31;21,3;51,97;14,5;133,53;26,4;18,76;62,21;2099,73
07/07/2016;2780,1;4117,85;6287,87;78,81;49,05;16,39;21,48;52,28;14,66;135,06;26,6;18,77;63,13;2097,9
08/07/2016;2838,01;4190,68;6390;82,91;49,03;17,08;22;54,15;14,82;136,74;28;19,1;63,6;2129,9
11/07/2016;2885,32;4264,53;6409,87;84,15;50,2;17,3;22,35;55,22;14,98;140,36;28,51;19,23;65,45;2137,16
12/07/2016;2933,44;4331,38;6452,57;88,68;52,21;18,17;22,91;57,65;15,11;142,78;29,79;19,03;65,76;2152,14
13/07/2016;2926,14;4335,26;6478,21;87,34;53,12;17,91;22,94;57,26;15,08;142,83;29,28;19,31;66,09;2152,43
14/07/2016;2963,07;4385,52;6516,3;90,06;53,38;18,34;23,19;58,49;15,4;143,62;30,33;19,38;66,31;2163,75
15/07/2016;2958,65;4372,51;6515,22;89,86;52,61;18,15;23,18;58,39;15,46;142,36;30,35;19,35;66,27;2161,74
18/07/2016;2949,17;4357,74;6517,68;89,59;52,2;18,17;23,02;58,31;15,32;144,68;30,29;19,33;65,9;2166,89
19/07/2016;2931,1;4330,13;6519,54;89,03;52,27;17,89;22,87;57,66;15,25;142,69;30,08;19,29;65,94;2163,78
20/07/2016;2966,95;4379,76;6520,65;90,13;52,92;18,14;23,13;58,68;15,25;143,71;30,32;19,57;66,38;2173,02
21/07/2016;2968,49;4376,25;6488,45;90,93;52,01;17,98;23,24;59,45;15,18;144,64;30,4;19,41;65,97;2165,17
22/07/2016;2972,23;4381,1;6538,85;90,99;51,4;17,83;23,12;59,51;15,3;144,03;30,24;19,39;66,55;2175,03
25/07/2016;2973,22;4388;6506,45;89,86;51,08;17,93;23,24;59,95;15,3;145,29;30,15;19,49;67,21;2168,48
26/07/2016;2978,9;4394,77;6511;89,12;51,7;17,88;23,26;60,76;15,14;144,68;29,88;19,61;67,38;2169,18
27/07/2016;2999,48;4446,96;6470,77;90,22;54;18,2;23,7;61,92;15,16;148,12;30,35;19,58;67,61;2166,58
28/07/2016;2966,1;4420,58;6471,6;87,93;53,57;17,77;22,4;60,31;15,18;148,73;29,85;19,83;67,08;2170,06
29/07/2016;2990,76;4439,81;6470,85;90,42;52,63;18,23;22,41;60,82;15,23;157,93;30,56;19,86;67,89;2173,6
01/08/2016;2967,31;4409,17;6457,69;87,93;52,25;17,97;22,2;60,71;15,28;160,11;29,44;19,89;67,22;2170,84
02/08/2016;2906,98;4327,99;6396,87;83,65;51,26;17,4;21,59;58,91;15,18;157,42;28,52;19,86;67,37;2157,03
03/08/2016;2911,06;4321,08;6411,81;84,79;50,46;17,05;21,69;59,35;15,2;157,56;29,42;19,75;67,09;2163,79
04/08/2016;2932,34;4345,63;6410,57;86,39;50,6;17,3;21,7;59,34;15,23;157,14;29,95;19,75;67,23;2164,25
05/08/2016;2973,71;4410,55;6463,18;88,81;51;17,65;21,84;61,03;15,52;160,35;30,94;20;67,04;2182,87
08/08/2016;2982,92;4415,46;6459,11;90,15;50,34;18,12;21,94;61,17;15,51;158,12;31,31;20,06;67,27;2180,89
09/08/2016;3029,18;4468,07;6453,43;91,28;51,1;18,27;22,31;62,87;15,76;159,6;31,86;19,97;67,68;2181,74
10/08/2016;3018,46;4452,01;6438,83;91,66;51,2;18,5;22,4;62,68;15,66;160,16;31,88;19,86;67,71;2175,49
11/08/2016;3049,03;4503,95;6472,74;92,46;51,84;18,62;22,62;63,08;15,76;161,37;32,2;19,95;69,68;2185,79
12/08/2016;3044,94;4500,19;6457,95;92,28;52,03;18,53;22,7;62,89;15,64;164,34;32,05;20,02;68,9;2184,05
15/08/2016;3046,65;4497,86;6461,24;92,2;52,28;18,49;22,6;63,3;15,6;162,95;31,82;20,02;68,7;2190,15
16/08/2016;3016,19;4460,44;6431,25;91,2;51,49;18,21;22,35;62,52;15,49;161,83;31,4;19,69;67,6;2178,15
17/08/2016;2980,54;4417,68;6460,17;89,64;50,69;17,92;22,03;61,77;15,31;161;30,79;19,35;66,99;2182,22
18/08/2016;2995,3;4437,06;6486,01;89,86;50;18;22,06;62,01;15,4;163,23;30,75;19,42;67,72;2187,02
19/08/2016;2968,2;4400,52;6465,16;87,92;49,86;17,51;21,93;61,41;15,21;162,3;30,06;19,14;67,02;2183,87
22/08/2016;2960,37;4389,94;6455,46;88,6;49,98;17,55;22,53;61,41;15,17;160,44;30,15;19,29;66,9;2182,64
23/08/2016;2993,73;4421,45;6460,21;91,12;50,6;17,95;22,8;61,86;15,12;160,58;31,01;19,37;67,15;2186,9
24/08/2016;3008,59;4435,47;6446,14;93,31;51,21;18,05;22,81;62,12;15,08;160,02;31,81;19,26;67,02;2175,44
25/08/2016;2987,69;4406,61;6428,56;92,57;50,55;17,87;22,43;61,17;15;158,16;31,73;19,25;66,94;2172,47
26/08/2016;3010,36;4441,87;6384,66;93,25;51,04;18;22,39;61,7;15,08;158,53;31,92;19,35;67,44;2169,04
29/08/2016;2998,5;4424,25;6422,05;92,6;51,3;18;22,15;61,23;15,05;156,91;31,62;19,19;67,26;2180,38
30/08/2016;3030,75;4457,49;6411,57;94,34;51,44;18,34;22,28;62,31;15,08;156,81;32,19;19,32;68,03;2176,12
31/08/2016;3023,13;4438,22;6397,14;96,19;52,29;18,82;22,57;62,08;14,97;157,98;32,65;19,07;67,99;2170,95
01/09/2016;3017,49;4439,67;6405,63;96,98;51,85;19,02;22,73;61,7;14,88;158,95;32,62;19,2;68,25;2170,86
02/09/2016;3079,74;4542,17;6440,07;98,71;53,19;19,3;23,26;62,86;15,07;163,46;33,16;20,14;69,32;2179,98
05/09/2016;3077,66;4541,08;6440,07;98,36;53,86;19,33;23,22;62,78;15,05;162,58;32,8;20,49;68,82;2179,98
06/09/2016;3070,16;4529,96;6462,8;96,75;54,4;19,18;23,05;63,29;15,04;162,07;32,16;20,64;69,03;2186,48
07/09/2016;3091,66;4557,66;6481,82;97,48;54,75;19,37;23,43;64,17;15,04;163,83;32,41;20,78;69,32;2186,16
08/09/2016;3083,54;4542,2;6480,56;99,11;55,5;19,62;23,19;63,75;15,02;165,04;33,07;20,75;68,74;2181,3
09/09/2016;3053,2;4491,4;6305,93;98,99;55,63;19,83;22,81;63,46;14,78;163,14;33,34;20,61;67,28;2127,81
12/09/2016;3012,88;4439,8;6393,84;96,86;54,5;19,27;22,49;62,4;14,55;162,58;32,73;20,41;66,98;2159,04
13/09/2016;2974,8;4387,18;6295,99;94,88;53,82;18,66;22,25;61,89;14,42;162,11;32,14;20,22;66,39;2127,02
14/09/2016;2964,9;4370,26;6290,68;94,18;53,06;18,51;22,19;61,53;14,36;160,35;31,89;20,1;66,35;2125,77
15/09/2016;2973,77;4373,22;6342,37;94,29;52,81;18,97;22,09;61,83;14,39;161,42;32,01;20,11;66,76;2147,26
16/09/2016;2935,25;4332,45;6328,11;91,83;52,58;18,57;22,14;60,41;14,44;162,39;31,13;19,96;66,11;2139,16
19/09/2016;2968,31;4394,19;6344,11;92,44;52,82;18,86;22,65;61,33;14,51;164,39;31,26;20,32;67,38;2139,12
20/09/2016;2964,86;4388,6;6344,88;91,54;52,47;18,75;22,73;61,1;14,5;164,9;31,07;20,25;67,07;2139,76
21/09/2016;2982,18;4409,55;6430,84;94,01;52,65;19,26;22,71;61,61;14,79;164,25;31,67;20,25;67,02;2163,12
22/09/2016;3051,69;4509,82;6463,19;95,54;53,72;19,77;23,39;63,42;15,33;170,53;32,39;20,62;68,8;2177,18
23/09/2016;3032,31;4488,69;6428,69;93,93;53,81;19,77;23,45;63,52;15,28;169,41;31,89;20,3;68,69;2164,69
26/09/2016;2975,88;4407,85;6388,53;91,38;52,49;18,89;23,02;61,88;14,97;167,23;30,95;20,22;67,7;2146,1
27/09/2016;2970,84;4398,68;6416,78;90,77;52,14;18,64;22,94;61,5;14,93;166,34;30,63;20,25;67,69;2159,93
28/09/2016;2991,11;4432,45;6440,08;91,55;52,71;18,79;23,04;62,06;14,87;166,85;30,97;20,47;67,97;2171,37
29/09/2016;2991,58;4443,84;6381;91,51;53,3;18,72;23,06;62,1;14,95;164,9;30,82;20,49;67,76;2151,13
30/09/2016;3002,24;4448,26;6424,87;92,54;53,84;18,94;23,07;62,71;14,92;166,9;30,78;20,5;68,12;2168,27
03/10/2016;2998,5;4453,56;6404;91,84;53,74;18,74;23,01;62,71;14,92;168,06;30,47;20,4;68,06;2161,2
